"state","location","both_sexes_2012","females_2012","males_2012","diff_2012"
"Georgia","Polk County",35.1,25.2,45.3,20.1
"Georgia","Pulaski County",40.7,32.8,48.8,16
"Georgia","Putnam County",45.4,40,50.9,10.9
"Georgia","Quitman County",35,26.4,44,17.6
"Georgia","Rabun County",49,42.2,56,13.8
"Georgia","Randolph County",34.5,27,42.2,15.2
"Georgia","Richmond County",49,42.7,55.6,12.9
"Georgia","Rockdale County",48.3,39.6,57.3,17.7
"Georgia","Schley County",41.5,32.8,50.5,17.7
"Georgia","Screven County",41.3,32.2,50.8,18.6
"Georgia","Seminole County",43.4,33.2,54,20.8
"Georgia","Spalding County",41.3,32.2,50.6,18.4
"Georgia","Stephens County",38.4,31.1,45.9,14.8
"Georgia","Stewart County",29.3,24,34.8,10.8
"Georgia","Sumter County",38.9,31.4,46.7,15.3
"Georgia","Talbot County",37.9,29.5,46.6,17.1
"Georgia","Taliaferro County",32.2,24.3,40.4,16.1
"Georgia","Tattnall County",36.5,30,43.2,13.2
"Georgia","Taylor County",34,25.7,42.6,16.9
"Georgia","Telfair County",33.7,26.4,41.2,14.8
"Georgia","Terrell County",36,28.4,43.8,15.4
"Georgia","Thomas County",43.6,34.7,52.7,18
"Georgia","Tift County",38.2,30.9,45.8,14.9
"Georgia","Toombs County",34.5,28.6,40.6,12
"Georgia","Towns County",43.5,37.5,49.8,12.3
"Georgia","Treutlen County",34.1,27.4,41,13.6
"Georgia","Troup County",44.9,35.7,54.5,18.8
"Georgia","Turner County",33.2,26.5,40.2,13.7
"Georgia","Twiggs County",32.2,24.6,40.1,15.5
"Georgia","Union County",43.2,37.4,49.2,11.8
"Georgia","Upson County",35.6,28.7,42.7,14
"Georgia","Walker County",35.8,26.6,45.4,18.8
"Georgia","Walton County",46.2,38.6,54.2,15.6
"Georgia","Ware County",37.5,30,45.2,15.2
"Georgia","Warren County",29.4,21.1,37.9,16.8
"Georgia","Washington County",38.7,30.7,47,16.3
"Georgia","Wayne County",35.2,27.8,42.8,15
"Georgia","Webster County",35.9,29.3,42.7,13.4
"Georgia","Wheeler County",28.6,23.5,33.8,10.3
"Georgia","White County",50,44.8,55.4,10.6
"Georgia","Whitfield County",38.2,28.4,48.3,19.9
"Georgia","Wilcox County",28.5,21.9,35.3,13.4
"Georgia","Wilkes County",41.2,32.1,50.7,18.6
"Georgia","Wilkinson County",35.6,28.5,42.9,14.4
"Georgia","Worth County",38.6,31,46.5,15.5
